path,label
data\plant_village\Potato___Early_blight\73cf20a6-b2c4-4302-a664-c43dccb78cfb___RS_Early.B 6930.JPG,Potato___Early_blight
data\plant_village\Potato___healthy\b925ad3e-fc49-497d-a6eb-115f0de20800___RS_HL 4170.JPG,Potato___healthy
data\plant_village\Tomato___healthy\b91da997-c7c4-44aa-b00c-e558887d0ba6___GH_HL Leaf 368.1.JPG,Tomato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2385.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\dc962f4d-1d6a-4304-8977-2925bae01f00___JR_HL 8564.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Late_blight\33551627-5824-42b9-9547-4df44590fee1___RS_LB 4848.JPG,Potato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2419.JPG,Corn_(maize)___Common_rust_
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2276.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Early_blight\8c1f94fb-d8e0-4607-a967-b71408dfd1ab___RS_Early.B 8723.JPG,Potato___Early_blight
data\plant_village\Tomato___Early_blight\1bb0101c-d0a4-41a5-85b9-6e8634d01a36___RS_Erly.B 9585.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___healthy\ae172a8d-9d33-453e-b219-a300516bc06e___JR_HL 8313.JPG","Pepper,_bell___healthy"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2129.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___healthy\51c29eaf-bd3a-427b-8ff7-ef970131ba95___GH_HL Leaf 345.JPG,Tomato___healthy
data\plant_village\Tomato___Early_blight\ee7a6de8-1aca-4a55-8c12-69be6277c1c1___RS_Erly.B 9591.JPG,Tomato___Early_blight
data\plant_village\Tomato___Late_blight\973b8b82-cccd-433c-a868-5dee559b2dce___GHLB Leaf 2.6 Day 12.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\0da53824-7b3b-43a9-9b34-146a7f71ef7e___RS_Late.B 6958.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\77cd9b9e-9115-46ea-9c85-9744f1793b32___RS_HL 9699.JPG,Tomato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1653.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\5da604ea-a5d3-48d3-a182-0f6fc7919e64___JR_HL 8106.JPG","Pepper,_bell___healthy"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2128.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Early_blight\61da9830-ebfd-483a-88dd-a66fcff4c457___RS_Early.B 7817.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\a3ba123a-0100-4f00-9166-9451474e5a8e___NREC_B.Spot 9229.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2249.JPG,Corn_(maize)___Common_rust_
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1618.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\92508617-1037-4d3f-b2c2-c9f0c15c3263___RS_Late.B 5286.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\dd87648b-f981-45cc-828c-f4a4634630c9___JR_HL 8186.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\216a1a08-c4be-4fa9-b880-c260909e1dbc___RS_Early.B 6881.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\6dbef77b-50b6-4d0f-970a-d86f9df2254e___RS_Late.B 6936.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\0d3691ab-5413-4313-870e-9e5d2faf33ea___RS_HL 9958.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\1181b18f-8d1d-4ba1-9fba-dfe397c585ac___NREC_B.Spot 1846.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Early_blight\8a13da5b-4bc2-485a-962d-df8c6634ea00___RS_Erly.B 7519.JPG,Tomato___Early_blight
data\plant_village\Tomato___healthy\eb0b95d9-4012-494c-85b6-48f7e250c958___GH_HL Leaf 404.JPG,Tomato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1929.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___healthy\ec3bb20a-2c19-421b-a4ce-7c06f18914eb___RS_HL 0609.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\ca2cf355-2e1f-4353-b541-7079b06a5893___JR_B.Spot 3117.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\e34510f2-0d40-4385-a73f-f32317d24b59___JR_HL 7874.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\95d42b98-1945-4cb3-ab27-0dbd56def41b___RS_Early.B 8866.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\a1f59b7c-e4db-494f-a229-8ef66f4d842a___JR_HL 8477.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\8558f71b-626f-40f3-863d-69493941f829___RS_HL 0044.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\e93721af-a478-4021-8d9a-bffdc1ba7c45___RS_Late.B 5050.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\7847d3dd-66e7-470f-ab6e-5273c3ee8924___RS_Late.B 4905.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\be9f181f-5692-4811-9678-69dbe94d6ecc___RS_Late.B 4838.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\44902d94-0273-4f60-ae20-d0ea4b202452___RS_Late.B 5587.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\c21c9506-e89f-4ff4-b9f1-7a666de39f50___NREC_B.Spot 9078.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Early_blight\0f1fb081-c715-414e-aa64-2c398ba6c320___RS_Erly.B 6382.JPG,Tomato___Early_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2613.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___healthy\6193b998-c9ab-46fc-9ca9-249efceb9220___RS_HL 0642.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\e36e5c2c-277b-4e8f-b12b-46df2e569c85___GH_HL Leaf 187.1.JPG,Tomato___healthy
data\plant_village\Tomato___Leaf_Mold\2b8e612f-7448-44f7-899c-95b3c8291824___Crnl_L.Mold 6671.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Late_blight\4efe334c-09f2-44ec-b2cf-37dc45c693d2___GHLB2 Leaf 90.1.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\1ade72cf-f7e0-4282-92d9-614bf05289a0___NREC_B.Spot 1975.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\09d2deda-7403-489f-b723-5ae5e00e2311___GHLB2 Leaf 8756.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\ee7addf1-7941-463f-899e-3c38cafea9df___JR_B.Spot 9002.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Leaf_Mold\760c9629-46ea-41dc-8a59-5ddff5352e86___Crnl_L.Mold 8635.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Early_blight\0982d864-182e-4d36-959a-dcc67d85d9e6___RS_Erly.B 9481.JPG,Tomato___Early_blight
data\plant_village\Tomato___Leaf_Mold\0adab1d4-5696-4cd8-8453-3931b70e856d___Crnl_L.Mold 8689.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___healthy\b7e6f4d6-faa0-49a7-a977-53ddcaaa721e___RS_HL 0186.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\f7df2411-8e50-46e1-b43a-cca357bee1af___GH_HL Leaf 521.1.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\fa6dc54a-e15d-4efa-99a3-2ff41ca98a2d___JR_B.Spot 9009.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Late_blight\acf05b32-0d7e-423c-96b2-f78b6fdf975d___RS_LB 5309.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\ba5dfd98-89d6-49d5-b398-beb05cb9d8ad___RS_Early.B 7824.JPG,Potato___Early_blight
data\plant_village\Tomato___healthy\ae0ad0c2-8693-4aff-8c4b-2f4d2d6f7f41___RS_HL 0454.JPG,Tomato___healthy
data\plant_village\Tomato___Early_blight\a8844870-0efc-494c-af8c-d5c94fd619f3___RS_Erly.B 7756.JPG,Tomato___Early_blight
data\plant_village\Tomato___Leaf_Mold\35343df4-2017-47f9-a5ef-d08bd52dfd7c___Crnl_L.Mold 8827.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___healthy\a7c1d137-6609-4659-94ce-81c62f64665e___RS_HL 0195.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___healthy\12020d07-b473-40be-88da-c18062f25667___JR_HL 8541.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\8435fd63-0136-44f9-8dd4-6ca27bcddd97___RS_Early.B 7017.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\53e33b6d-9fc5-441b-b638-3bf067f92a99___RS_LB 2753.JPG,Potato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2737.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Early_blight\25281e43-2651-423f-8e7e-d354185ccd28___RS_Erly.B 7809.JPG,Tomato___Early_blight
data\plant_village\Tomato___healthy\70f76975-801c-48f4-b757-c8b2d834a0ec___RS_HL 9738.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\6d1dc982-e62e-448b-85bc-63b0d8363fa0___GH_HL Leaf 328.1.JPG,Tomato___healthy
data\plant_village\Potato___Late_blight\6f88dbd4-3e54-47ae-850a-0e9c7d9d700d___RS_LB 4737.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\68f056c9-4989-4809-b597-3739ff66afc3___RS_Early.B 8748.JPG,Potato___Early_blight
data\plant_village\Potato___Early_blight\74bedc99-e24e-43de-a17c-003822c8af41___RS_Early.B 8725.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\ce7d2ea8-c920-4ab0-a59c-807028c3baa6___JR_HL 8128.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___Bacterial_spot\969f1458-b7a9-4880-9759-05b0005c978e___JR_B.Spot 8978.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\e0cf0b07-8ee9-406e-a7fb-5410ba7c84b7___GHLB2 Leaf 8630.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\4946ed4e-9003-485c-830f-1ef42bf78185___RS_HL 0191.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\7248171d-98a5-4bf0-9a8d-5c5a8820eba9___RS_Early.B 6680.JPG,Potato___Early_blight
data\plant_village\Potato___healthy\a1abff90-34e5-464d-b4d3-0c09f5924900___RS_HL 5414.JPG,Potato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2261.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\ee9a0425-e0ff-4ecc-809f-da248151c841___JR_HL 8880.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\fd31ab37-d2af-40c8-9292-e143807ec0f2___RS_HL 0507.JPG,Tomato___healthy
data\plant_village\Tomato___Leaf_Mold\bffaf3b2-61c2-43e1-bfec-a3412b3d5ac8___Crnl_L.Mold 7026.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Early_blight\dc29e8de-633c-472e-8e12-c1a032437d1e___RS_Erly.B 8447.JPG,Tomato___Early_blight
data\plant_village\Potato___Late_blight\563f8e2a-0a5f-4920-aee5-ad98269c8144___RS_LB 4798.JPG,Potato___Late_blight
data\plant_village\Tomato___Late_blight\275e6226-c0a6-482d-b382-da22452db846___GHLB2 Leaf 8607.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\2248836f-550a-4183-a2d8-5ff5f87e1800___GHLB2 Leaf 8810.JPG,Tomato___Late_blight
data\plant_village\Potato___Early_blight\83f244c6-e33e-4fbb-a9ef-3996cd25a547___RS_Early.B 8700.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\858475a8-dc6d-432d-862a-1a982f482c8e___JR_HL 5912.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___Bacterial_spot\602b5122-fee8-4615-aaf1-91dcfd54125f___JR_B.Spot 9066.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___Bacterial_spot\e481606b-2d13-4965-9e0a-44f02a8fa701___JR_B.Spot 8833.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\a72c9475-9671-497d-8ab7-a4ec2e349590___JR_HL 7726.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Early_blight\cab96269-77a2-47cd-bfdf-02ad2535293d___RS_Erly.B 8439.JPG,Tomato___Early_blight
data\plant_village\Tomato___Late_blight\03f008be-5b97-4827-a2e2-88136b3c8714___RS_Late.B 6290.JPG,Tomato___Late_blight
data\plant_village\Potato___Early_blight\9fa151cd-43d7-42e1-9235-72f58c584a4b___RS_Early.B 8581.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\afb65a40-7512-4d2c-884e-56e6c5010511___RS_Late.B 5380.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\efc16184-1012-4240-934b-85b2396b0d1d___RS_Late.B 5124.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1741.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Leaf_Mold\7281a343-89af-4704-a7f7-2a7c2be56c39___Crnl_L.Mold 6525.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___healthy\7521718e-614b-4de0-ba94-f587b0113a69___RS_HL 0145.JPG,Tomato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2226.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Late_blight\e36ccebd-29c6-466d-b46f-41fa38f6e9c0___RS_LB 5047.JPG,Potato___Late_blight
data\plant_village\Tomato___healthy\06ee1c8d-fbe4-48e9-a1b2-fed7ed5539f7___GH_HL Leaf 293.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\146b33cf-e412-48fd-9366-ad726b51889e___GHLB2 Leaf 157.1.JPG,Tomato___Late_blight
data\plant_village\Tomato___Leaf_Mold\cb1f6b09-d542-4b9d-8b06-9e0f2a8965c8___Crnl_L.Mold 7079.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Early_blight\983a04ad-2cc6-4d78-9365-a67012b4ffdc___RS_Erly.B 7661.JPG,Tomato___Early_blight
data\plant_village\Tomato___Early_blight\4283992b-ab8a-41aa-baeb-17a5b0f75af1___RS_Erly.B 7621.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___healthy\084a1485-7006-4277-bd4f-5b9e766cfd24___JR_HL 7892.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\12a7bc09-8d7f-4790-8046-6e3f12f71399___RS_Early.B 7973.JPG,Potato___Early_blight
data\plant_village\Tomato___healthy\bb06c1c7-3f4d-45d0-8882-b2eb8861b834___GH_HL Leaf 372.JPG,Tomato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2395.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Leaf_Mold\062842d6-a49e-4aec-94fb-d6868db0e53d___Crnl_L.Mold 8805.JPG,Tomato___Leaf_Mold
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2426.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___Bacterial_spot\af404304-673d-4788-b622-104f2cb0e7be___JR_B.Spot 3257.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Early_blight\5b86ab6a-3823-4886-85fd-02190898563c___RS_Erly.B 8452.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\1e6d8dc0-a694-47e0-af80-81ccabdfd591___JR_B.Spot 3308.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\a558bc8d-6d5b-42d0-b9b5-c3cb34d60b54___JR_HL 8583.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\89d4dba2-3d9c-46fe-bac3-6be833b01351___RS_Early.B 6749.JPG,Potato___Early_blight
data\plant_village\Tomato___healthy\42e607e9-916c-470c-a17d-ec5348a40ded___RS_HL 0373.JPG,Tomato___healthy
data\plant_village\Potato___Late_blight\4cc2dba7-6871-481d-8989-07ea683e58b5___RS_LB 4979.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___healthy\ada9a8bc-c0a4-4adb-bedd-a6c6a5138ff0___JR_HL 5900.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\28cb1970-1ca2-452a-ace6-cd98f1aeb57c___JR_HL 8886.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Late_blight\6d22d4ab-de5f-4944-96f9-4ec495a8e4f1___RS_LB 3109.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\1fca0f2b-857b-4cef-9218-42b1bdd92d00___JR_B.Spot 8969.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Late_blight\de63bbba-d8d0-4e74-95d7-6d5adfcd0955___RS_LB 3222.JPG,Potato___Late_blight
data\plant_village\Tomato___healthy\f32a71f9-5468-4169-aa2f-e895f070bfc7___RS_HL 9997.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\1e5ba644-efeb-4bd3-b878-a0606cf8a992___RS_Late.B 6272.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\1350ac99-ea6a-43a2-8ab5-178219b286ba___GHLB2 Leaf 8673.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\25586e4c-0cba-4db9-8bab-4a6353f097e9___JR_HL 8335.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\3a97c74a-3d6e-4cd9-86e0-10a8e716e7b5___RS_Early.B 8422.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\f2dd9615-908e-4504-b38d-542765ae4f48___GHLB Leaf 8.3 Day 13.JPG,Tomato___Late_blight
data\plant_village\Potato___Late_blight\790eb0ba-6878-4b5a-85fb-481aa37783a3___RS_LB 3872.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\69e109a9-8cfb-427e-8e3c-f327edb59164___JR_B.Spot 9081.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\736cd652-e63d-4b01-a3c6-6859bc095fb9___GHLB_PS Leaf 39 Day 16.jpg,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\01a68044-9c5b-4658-a944-6108c6862ce7___GHLB Leaf 2.1 Day 16.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\4241f3aa-06c9-433a-91ef-97061a03dfae___RS_Late.B 4985.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\1dab0ba9-9982-46ec-9ef6-70a1698baf04___JR_HL 8690.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Early_blight\38b7f839-7d01-4062-a858-a64b841b7996___RS_Erly.B 7390.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\378ed86f-f435-44e8-93b3-3e05aa569492___JR_B.Spot 8864.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___healthy\ac022a2b-764c-4507-8dd9-4470b75763e4___RS_HL 9937.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\de56bf63-8f55-426a-a2a1-8a8a635ad5a0___RS_HL 9747.JPG,Tomato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2494.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\f41608e8-d125-4af9-b9d4-4ef1c97ceb88___JR_HL 7672.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\0eeb924f-88db-44e6-a278-e016fa2d25a4___JR_HL 8016.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\39b1d9c6-7a13-426f-9154-563e6a8d0438___RS_HL 0563.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\411c6355-117b-4762-80d9-d78556c4e9a1___NREC_B.Spot 1815.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Early_blight\6d1cebfa-ad84-484e-9f30-f8fffb289072___RS_Early.B 7703.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\f528e881-b237-4797-ab54-0152eb901f53___RS_LB 3854.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\78cbd7cf-98fb-41f1-ae32-6655c02fa49c___JR_B.Spot 3292.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Early_blight\3ebc2af4-fe74-4918-b46f-09ec268884ef___RS_Early.B 7856.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\ccdf64d2-81fe-429e-8041-05b5a9ce50c9___RS_LB 5052.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___healthy\0e05c3e0-7766-4049-b7a8-563b5c028c33___JR_HL 8828.JPG","Pepper,_bell___healthy"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2206.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Leaf_Mold\e6b6cab1-56f9-429f-b89f-110c0128d5be___Crnl_L.Mold 7098.JPG,Tomato___Leaf_Mold
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1605.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\adfb71bc-0635-4828-9036-6cc2027223c6___JR_HL 8588.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\a87b8e0c-2279-4cf7-85a4-0fba63130902___RS_Late.B 5323.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\b3cb19d0-df9b-4705-ab26-40aafab8ecca___JR_B.Spot 3206.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Late_blight\ab9b15fb-d4cc-4d67-a5bb-8b88f066c1db___RS_LB 4825.JPG,Potato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2093.JPG,Corn_(maize)___Common_rust_
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1684.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\763f79d6-2b20-479c-9237-8b69c60482fe___JR_HL 5968.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Leaf_Mold\629b73e7-834a-4b53-a164-bdc3a2030417___Crnl_L.Mold 8816.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Late_blight\f27d1b5c-46e2-442f-846d-dd5c6018bb2a___RS_Late.B 6984.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\d8e3f7ec-b032-4e15-b593-895d1299cb4f___JR_HL 8377.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\96231bbd-d315-48e1-8631-f318b29cb60d___RS_Late.B 7080.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\fabaa5c5-3180-49b7-b538-d1a31316afd8___GHLB2 Leaf 121.4.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\a15291c3-e639-42d5-b22d-ed147c6453be___JR_B.Spot 3134.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\507ffea4-183f-48c4-af97-d1201c99da5f___GHLB2 Leaf 8895.JPG,Tomato___Late_blight
data\plant_village\Tomato___Leaf_Mold\e401be04-ce62-4682-ae91-765fc4c2cc31___Crnl_L.Mold 7114.JPG,Tomato___Leaf_Mold
data\plant_village\Potato___Early_blight\6a183fd9-9409-47ea-a634-dafa4ae329a8___RS_Early.B 8890.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\43fb5703-5a76-47cf-b027-42a9bd601401___JR_B.Spot 9033.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___healthy\c6acee22-6c56-41a8-ae90-26c6064e0261___GH_HL Leaf 468.JPG,Tomato___healthy
data\plant_village\Potato___Late_blight\f926e3c1-74bb-4397-85ca-725a54dfaf49___RS_LB 3053.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___healthy\48f5f336-54af-4415-be68-d23b38fcdd42___JR_HL 7631.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\1528d8ea-c972-4da3-8f66-b4a0de6ace90___RS_HL 0573.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___healthy\eecde786-2c9b-4ca9-8d60-7fcdae350fe4___JR_HL 8321.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Early_blight\48dd3efc-400d-4b81-a569-13a51083df58___RS_Erly.B 7718.JPG,Tomato___Early_blight
data\plant_village\Tomato___healthy\c17bbdf8-c589-44bc-a805-6dec51568733___GH_HL Leaf 402.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\7da77ecf-90a8-4e8a-b84f-6e64f5f2a9f2___GHLB2 Leaf 115.1.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\8568ef1d-e8b7-4a15-b0cf-39800013e611___JR_HL 5840.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\b6aa418a-5f53-410a-9621-6c752fbb5317___JR_HL 7787.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\434242f4-5988-41b8-9ab3-375b76b31766___RS_Late.B 6497.JPG,Tomato___Late_blight
data\plant_village\Tomato___Leaf_Mold\7de0d9b9-6d4f-4375-85c4-a64da65937d8___Crnl_L.Mold 7077.JPG,Tomato___Leaf_Mold
data\plant_village\Potato___Late_blight\1a674846-9d13-4a7f-ba03-8931c5dd3d2c___RS_LB 2768.JPG,Potato___Late_blight
data\plant_village\Tomato___Leaf_Mold\0462054e-f0aa-41a7-a9cc-95d0784b9767___Crnl_L.Mold 6547.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___healthy\256a65aa-690c-4e03-b426-21e84bb9b6dd___GH_HL Leaf 477.1.JPG,Tomato___healthy
